Title,Artist,Nationality,GenderMFU,DateAcquired
Untitled from Eight Variations for Heiner Friedrich Gallery (Acht Variationen für die Galerie Heiner Friedrich),Fred Sandback, American ,M,6/7/17
Untitled from Eight Variations for Heiner Friedrich Gallery (Acht Variationen für die Galerie Heiner Friedrich),Fred Sandback, American ,M,6/7/17
"Plate (folio 3, recto) from Swimming Home",Alex Katz, American ,M,6/7/17
"Plate (folio 3, verso) from Swimming Home",Alex Katz, American ,M,6/7/17
"Plate (folio 5, recto) from Swimming Home",Alex Katz, American ,M,6/7/17
"Plate (folio 5, verso) from Swimming Home",Alex Katz, American ,M,6/7/17
"Plate (folio 8, recto) from Swimming Home",Alex Katz, American ,M,6/7/17
"Plate (folio 9, verso) from Swimming Home",Alex Katz, American ,M,6/7/17
Selection from the series Aesop (Esopo),Eduardo Berliner, Brazilian ,M,6/7/17
Self-Portrait with Two Flowers in Her Raised Left Hand,Paula Modersohn-Becker, German ,F,9/25/17
Untitled (from the series The Hysterics),Feliza Bursztyn, Colombian ,U,9/25/17
Succulent,Rodney McMillian, American ,U,9/25/17
The Albino (aka  All That Rises Must Converge/Black),Barbara Chase-Riboud, American ,F,9/25/17
Sentence Reflecting the Sentence that States the Reflection,Luis Camnitzer, Uruguayan ,M,9/25/17
Citrus 6906,Héctor Fuenmayor, Venezuelan ,M,9/25/17
Analogy IV,Victor Grippo, Argentine ,M,9/25/17
Nice to Meet You,Jac Leirner, Brazilian ,F,9/25/17
The Japanese Woman,José Leonilson, Brazilian ,M,9/25/17
Staff,Jorge Macchi, Argentine ,M,9/25/17
The Difference between the Circle and the Sphere Is the Weight,Cildo Meireles, Brazilian ,M,9/25/17
To Be Curved with the Eyes,Cildo Meireles, Brazilian ,M,9/25/17
ADM,Roberto Obregón, Venezuelan ,M,9/25/17
The Hidden Order,César Paternosto, Argentine ,M,9/25/17
Haute Couture,Claudio Perna, Venezuelan ,U,9/25/17
Untitled,José Resende, Brazilian ,U,9/25/17
In Search of the Perfect Double (I),Kaari Upson,,F,9/25/17
#3,David Reed,,M,9/25/17
The Bicentennial Champion,Joan Brown, American ,F,9/25/17
Dear Cousin,Esther Regelson, American ,F,9/27/17
The Offenders,"Beth B, Scott B"," American, American ",F,9/27/17
Nocturama,Bertrand Bonello, French ,M,9/27/17
Escapes,Michael Almereyda, American ,M,9/27/17
Last Men in Aleppo,Firas Fayyad, Syrian ,M,9/27/17
General Report I,Pere Portabella, Spanish ,M,9/27/17
General Report II,Pere Portabella, Spanish ,M,9/27/17
"And When I Die, I Won’t Stay Dead",Billy Woodberry, American ,M,9/27/17
Casa de Lava,Pedro Costa, Portuguese ,M,9/27/17
The Death of Louis XIV,Albert Serra, Spanish ,M,9/27/17
Rat Film,Theo Anthony, American ,M,9/27/17
El mar la mar,"Joshua Bonnetta, J.P. Sniadecki"," Canadian, American ",M,9/27/17
Western,Valeska Grisebach, German ,F,9/27/17
Claire's Camera,Hong Sang-soo, Korean ,M,9/27/17
On the Beach at Night Alone,Hong Sang-soo, Korean ,M,9/27/17
Killer of Sheep,Charles Burnett, American ,M,9/27/17
My Brother’s Wedding,Charles Burnett, American ,M,9/27/17
When It Rains,Charles Burnett, American ,M,9/27/17
Bless Their Little Hearts,Billy Woodberry, American ,M,9/27/17
The Pocketbook,Billy Woodberry, American ,M,9/27/17
The Dagmar Onassis Story,"John Kelly, Anthony Chase"," American, South African ",M,9/27/17
Mona Lisa,"John Kelly, Anthony Chase"," American, South African ",M,9/27/17
Devil Movie,Barry Masterson, American ,M,9/27/17
"Ladies Auxiliary Lady Wrestling, event at Fashion Moda",Joe Lewis, American ,M,9/27/17
"Lewis, Eastman & Lewis at A’s",Joe Lewis, American ,M,9/27/17
Lewis and Lewis at Fashion Moda,Joe Lewis, American ,M,9/27/17
Pyramid Sweet/You Don’t Love Me,Joe Lewis, American ,M,9/27/17
Livin’ Dolls performance documentation,Ula Hedwig, American ,F,9/27/17
Shame,John Ahearn, American ,M,9/27/17
Dead Dog Floating,Robin Crutchfield, American ,M,9/27/17
Fire in the Ashes,Robin Crutchfield, American ,M,9/27/17
Young Laundry,Robin Crutchfield, American ,M,9/27/17
Dark Day in Amsterdam,Robin Crutchfield, American ,M,9/27/17
General Accident,Robin Crutchfield, American ,M,9/27/17
Smithereens,Susan Seidelman, American ,F,9/27/17
Hit or a Miss/Information,Alexa Hunter, American ,F,9/27/17
"Dead Women, performance documentation at Palladium",Alexa Hunter, American ,F,9/27/17
The Visitor,Andre Degas, American ,M,9/27/17
"The Specials, “Gangsters” performance",Andre Degas, American ,M,9/27/17
American Autobahn,Andre Degas, American ,M,9/27/17
Red Italy,Eric Mitchell, French ,M,9/27/17
The Way It Is or Eurydice in the Avenues,Eric Mitchell, French ,M,9/27/17
Moonlight,Barry Jenkins, American ,M,9/27/17
H.O.,Ivan Cardoso, Brazilian ,M,9/27/17
America,Charles Harbutt, American ,M,9/27/17
Guy's Song,Charles Harbutt, American ,M,9/27/17
Rome ’78,James Nares, British ,M,9/27/17
No Japs at My Funeral,James Nares, British ,M,9/27/17
Sunday on the River,"Gordon Hitchens, Ken Resnick"," American, American ",M,9/27/17
Cinemania,"Stephen Kijak, Angela Christlieb"," American, German ",F,9/27/17
The Ladies Man,Jerry Lewis, American ,M,9/27/17
The Errand Boy,Jerry Lewis, American ,M,9/27/17
Habanera,Pastor Vega, Cuban ,M,9/27/17
Motivaciones,Santiago Alvarez, Cuban ,M,9/27/17
Filminuto 22,Tulio Raggi, Cuban ,M,9/27/17
Filminuto 33,Tulio Raggi, Cuban ,M,9/27/17
El hombre agradecido,Tulio Raggi, Cuban ,M,9/27/17
Yo soy Juana Bacallao,Miriam Talavera, Cuban ,F,9/27/17
Los sobrevivientes,Tomás Gutiérrez Alea, Cuban ,M,9/27/17
La noche de los inocentes,Arturo Sotto Díaz, Cuban ,M,9/27/17
Reina y Rey,Julio García Espinosa, Cuban ,M,9/27/17
The Nutty Professor storyboards,,,M,9/27/17
Le lit de la vierge,Philippe Garrel, French ,M,9/27/17
La cicatrice intérieure,Philippe Garrel, French ,M,9/27/17
L'enfant secret,Philippe Garrel, French ,M,9/27/17
Happy Bug Day textile,Andy Warhol, American ,M,10/15/17
Snugli,"Ann Moore, Lucille Aukerman, Snugli Cottage Industries"," American, American, American ",U,10/16/17
Motorcycle jacket,Irving Schott, American ,U,10/16/17
Wrap Dress,"Diane von Furstenberg, DVF Studio LLC", American,F,10/16/17
"""Panti-Legs"" stockings","Glen Raven , Inc.", American ,U,10/16/17
Montreal '76 Olympic Games Women's Speedo,Speedo, Australian ,U,10/16/17
Bas-relief for interior of Air France Boeing 747 aircraft,Sheila Hicks, American ,F,10/16/17
"""StarckNaked"" dress","Philippe Starck, Wolford"," French, Austrian ",U,10/16/17
Dashiki,"Jason Benning, New Breed"," American, American ",U,10/16/17
"""OnCore"" high-waisted mid-thigh short","Spanx, est. 2000, Sara Blakely", American,U,10/16/17
Briefs,Calvin Klein, American ,U,10/16/17
Cartridge,Sheila Hicks, American ,F,10/16/17
Zapata,Sheila Hicks, American ,F,10/16/17
Adidas Superstar (Pair),Adidas, German ,U,10/16/17
"Dutch Parliament Extension project, The Hague, Netherlands (Cutaway axonometric)","Rem Koolhaas, Elia Zenghelis, Zaha Hadid"," Dutch, British, British ",F,10/16/17
"Parc de la Villette project, Paris, France (Sections)","Rem Koolhaas, Elia Zenghelis"," Dutch, British ",M,10/16/17
"Lützowstrasse Housing, IBA Housing Competition project, Berlin, Germany (Cutaway axonometric)","Elia Zenghelis, Zoe Zenghelis"," British, British ",F,10/16/17
Roman Candles textile,Joel Robinson, American ,M,10/16/17
Ovals textile,Joel Robinson, American ,M,10/16/17
Ovals #1 textile,Joel Robinson, American ,M,10/16/17
Ovals #2 textile,Joel Robinson, American ,M,10/16/17
Top Brass textile,Zandra Rhodes, British ,U,10/16/17
Mecca,Monika Correa, Indian ,F,10/16/17
Roots 1,Monika Correa, Indian ,F,10/16/17
"Landslide, no. 1","William Leavitt, Bas Jan Ader"," American, Dutch ",M,10/18/17
"Landslide, no. 2","William Leavitt, Bas Jan Ader"," American, Dutch ",M,10/18/17
"Landslide, no. 3","William Leavitt, Bas Jan Ader"," American, Dutch ",M,10/18/17
"Landslide, no. 4","William Leavitt, Bas Jan Ader"," American, Dutch ",M,10/18/17
"Landslide, no. 5","William Leavitt, Bas Jan Ader"," American, Dutch ",M,10/18/17
"Landslide, bonus issue","William Leavitt, Bas Jan Ader"," American, Dutch ",M,10/18/17
"Landslide, no. 7","William Leavitt, Bas Jan Ader"," American, Dutch ",M,10/18/17
Announcement for John Grover at Newman,"William Leavitt, Bas Jan Ader"," American, Dutch ",M,10/18/17
Announcement for Hillside,"William Leavitt, Bas Jan Ader"," American, Dutch ",M,10/18/17
"Announcement for Piece ""G""","William Leavitt, Bas Jan Ader"," American, Dutch ",M,10/18/17
Untitled,Dan Miller, American ,M,10/18/17
Water as a Cycle (El Agua como un ciclo),Roberto Obregón, Venezuelan ,M,10/18/17
Untitled Diptych (I Am Never Awake. September 24–26),Bernardo Ortiz Campo, Colombian ,M,10/18/17
Untitled,Claudio Perna, Venezuelan ,U,10/18/17
"Proposal for a Map of the World (Asian-African Conference, Bandung, Indonesia, 1955)",Sam Durant, American ,M,10/18/17
"X Poster (Untitled, 2007, Epson UltraChrome inkjet on linen, 84 x 69 inches, WG1208)",Wade Guyton, American ,M,10/18/17
Untitled,Robert Rauschenberg, American ,M,10/18/17
Twilight Tones 3,Olafur Eliasson, Icelandic ,M,10/18/17
Mollusks (Les Mollusques),Wols (A. O. Wolfgang Schulze), German ,M,10/18/17
Test 3,Michael Williams, American ,M,10/18/17
Homesteaders,William H. Johnson, American ,M,10/18/17
VLADTHEIMPALERWASRESTOREDTOPOWERBYSTPEHENTHEGREAT15THCENT,Steven Parrino, American ,M,10/18/17
Empire of the Goat,Christopher Wool, American ,M,10/18/17
"Maintainers (for Parkett, no. 100/101)",Nairy Baghramian, Iranian ,F,10/18/17
"Cat's Head (for Parkett, no. 100/101)",Nicolas Party, Swiss ,M,10/18/17
"Untitled (for Parkett, no. 100/101)",Jordan Wolfson, American ,M,10/18/17
"Untitled (for Parkett, no. 100/101)",Maurizio Cattelan, Italian ,M,10/18/17
"Art Is/Always/Having to Say/Goodbye (for Parkett, no. 100/101)",Marlene Dumas, South African ,F,10/18/17
"5th-8th Poster (Ibiza) (for Parkett, no. 100/101)",Katharina Fritsch, German ,F,10/18/17
"Untitled (Painted Parkett Volume) (for Parkett, no. 100/101)",Katharina Grosse, German ,F,10/18/17
"Absinthe (for Parkett, no. 100/101)",Marilyn Minter, American ,F,10/18/17
"""TOGETHER"" A17, January, February, March, 2007 (for Parkett, no. 100/101)",Jean-Luc Mylayne, French ,M,10/18/17
"Dry Water (for Parkett, no. 100/101)",Pipilotti Rist, Swiss ,F,10/18/17
If I Did It,Rachel Harrison, American ,F,10/18/17
"Poster for Louise Lawler: WHY PICTURES NOW, The Museum of Modern Art, New York, April 30–July 30, 2017","Louise Lawler, Kenneth Pietrobono"," American, American ",F,10/18/17
"Poster for Louise Lawler: WHY PICTURES NOW, The Museum of Modern Art, New York, April 30–July 30, 2017",Louise Lawler, American ,F,10/18/17
Untitled,Laura Owens, American ,F,10/18/17
No Drones,Louise Lawler, American ,F,10/18/17
Untitled (Large Night Sky),Vija Celmins, American ,F,10/18/17
Untitled #1,Vija Celmins, American ,F,10/18/17
Untitled #2,Vija Celmins, American ,F,10/18/17
Untitled #3,Vija Celmins, American ,F,10/18/17
Untitled #4,Vija Celmins, American ,F,10/18/17
Untitled #5,Vija Celmins, American ,F,10/18/17
Untitled Ocean,Vija Celmins, American ,F,10/18/17
Untitled Ocean,Vija Celmins, American ,F,10/18/17
"Revue OU Cinquième Saison, no. 20/21","Various Artists, Gianni Bertini, Henri Chopin, Jean Dupuy, James Guitet, Brion Gysin, Bernard Heidsieck, Françoise Janicot","Italian, French, French, French, American, French, French ",F,10/18/17
"Revue OU Cinquième Saison, no. 22","Various Artists, Roberto Altmann, Antonio Berni, Jan Burka, Henri Chopin, Ian Hamilton Finlay, John Furnival, Paul-Armand Gette, Bernard Heidsieck, Dom Sylvester Houédard, Edwin Morgan, Claude Pélieu, Françoise Saint-Thibault, John Sharkey","Cuban, Argentine, Czech, French, British, British, French, French, British, British, French",F,10/18/17
"Revue OU Cinquième Saison, no. 25","Various Artists, Serge Béguier, Gianni Bertini, Henri Chopin, François Dufrêne, Dora Feilane, Ian Hamilton Finlay, Paul-Armand Gette, John Giorno, Brion Gysin, Bernard Heidsieck, Alain Jouffroy, Rodolfo Krasno, Jean-Clarence Lambert, Jean-Jacques Lévêque, Gabriel Paris, Laura Sheleen","French, Italian, French, French, French, British, French, American, American, French, French, French, French",F,10/18/17
"Revue OU Cinquième Saison, no. 30/31","Various Artists, Brigitte Chopin, Denis Chopin, Henri Chopin, Jean Chopin, Luigi Ferro, John Furnival, Aude Jessemin, Luc Peire, Anatol Stern, Ben Vautier","French, British, French, Belgian, Polish, French ",F,10/18/17
"Revue OU Cinquième Saison, no. 32",Various Artists,,U,10/18/17
"Revue OU Cinquième Saison, no. 33","Various Artists, Bernard Aubertin, François Dufrêne, Bernard Heidsieck, Gil J Wolman","French, French, French, French ",U,10/18/17
"Revue OU Cinquième Saison, no. 34/35","Various Artists, Henri Chopin, Bob Cobbing, Hugh Davies, Jean Degottex, François Dufrêne, Paul-Armand Gette, Hansjörg Gisiger, Michel Seuphor","French, British, British, French, French, French, Swiss, French ",U,10/18/17
Art Against Immigration Ban Letter Portfolio,"Various Artists, Chitra Ganesh, Liam Gillick, Joan Jonas, Barbara Kruger, Julie Mehretu, Walid Raad, Rirkrit Tiravanija, Danh Vo, Anicka Yi","American, British, American, American, American, Lebanese, Thai, Danish, American ",F,10/18/17
The Valise,"Various Artists, Johanna Calle, Matías Duville, Maria Laet, Mateo López, Nicolás Paris, Rosângela Rennó, Christian Vinck Henriquez","Colombian, Argentine, Brazilian, Colombian, Colombian, Brazilian, Venezuelan ",F,10/18/17
The Valise,"Various Artists, Johanna Calle, Matías Duville, Maria Laet, Mateo López, Nicolás Paris, Rosângela Rennó, Christian Vinck Henriquez","Colombian, Argentine, Brazilian, Colombian, Colombian, Brazilian, Venezuelan ",F,10/18/17
"5th Poster (Ibiza) (for Parkett, no. 100/101)",Katharina Fritsch, German ,F,10/18/17
"6th Poster (Ibiza) (for Parkett, no. 100/101)",Katharina Fritsch, German ,F,10/18/17
"7th Poster (Ibiza) (for Parkett, no. 100/101)",Katharina Fritsch, German ,F,10/18/17
"8th Poster (Ibiza) (for Parkett, no. 100/101)",Katharina Fritsch, German ,F,10/18/17
Untitled from Art Against Immigration Ban Letter Portfolio,Chitra Ganesh, American ,F,10/18/17
Untitled from Art Against Immigration Ban Letter Portfolio,Liam Gillick, British ,M,10/18/17
Untitled from Art Against Immigration Ban Letter Portfolio,Joan Jonas, American ,F,10/18/17
Untitled from Art Against Immigration Ban Letter Portfolio,Barbara Kruger, American ,F,10/18/17
Untitled from Art Against Immigration Ban Letter Portfolio,Julie Mehretu, American ,F,10/18/17
Untitled from Art Against Immigration Ban Letter Portfolio,Walid Raad, Lebanese ,M,10/18/17
Untitled from Art Against Immigration Ban Letter Portfolio,Rirkrit Tiravanija, Thai ,M,10/18/17
Untitled from Art Against Immigration Ban Letter Portfolio,Danh Vo, Danish ,M,10/18/17
Untitled from Art Against Immigration Ban Letter Portfolio,Anicka Yi, American ,F,10/18/17
Landslide,"William Leavitt, Bas Jan Ader"," American, Dutch ",M,10/18/17
Case for The Valise,Nicolás Paris, Colombian ,M,10/18/17
Morphine Landscape (Paisaje morfina) from The Valise,Johanna Calle, Colombian ,F,10/18/17
Páramo from The Valise,Johanna Calle, Colombian ,F,10/18/17
Immersion (Inmersión) from The Valise,Matías Duville, Argentine ,M,10/18/17
System Night (Noche sistema) from The Valise,Matías Duville, Argentine ,M,10/18/17
Spirit Shoes from The Valise,Matías Duville, Argentine ,M,10/18/17
Cabomba from The Valise,Matías Duville, Argentine ,M,10/18/17
Walk (Caminho) from The Valise,Maria Laet, Brazilian ,U,10/18/17
Sun City (The Conquest of El Darién) (Ciudad solar [La Conquista de El Darién]) from The Valise,Mateo López, Colombian ,M,10/18/17
Portuguese Pictionary (Autodicionario português) from The Valise,Nicolás Paris, Colombian ,M,10/18/17
Spanish Pictionary (Autodiccionario español) from The Valise,Nicolás Paris, Colombian ,M,10/18/17
The Carpenter’s journey or the [w]hole story of the universe from The Valise,Nicolás Paris, Colombian ,M,10/18/17
Detours from The Valise,Nicolás Paris, Colombian ,M,10/18/17
Geometric Journeys from The Valise,Nicolás Paris, Colombian ,M,10/18/17
Leaves a Trace from The Valise,Nicolás Paris, Colombian ,M,10/18/17
Everything on Wheels (Tudo sobre rodas) from The Valise,Rosângela Rennó, Brazilian ,F,10/18/17
UEELVDPV from The Valise,Christian Vinck Henriquez, Venezuelan ,U,10/18/17
UEELVDPV from The Valise,Christian Vinck Henriquez, Venezuelan ,U,10/18/17
Case for The Valise,Nicolás Paris, Colombian ,M,10/18/17
Morphine Landscape (Paisaje morfina) from The Valise,Johanna Calle, Colombian ,F,10/18/17
Páramo from The Valise,Johanna Calle, Colombian ,F,10/18/17
Immersion (Inmersión) from The Valise,Matías Duville, Argentine ,M,10/18/17
System Night (Noche sistema) from The Valise,Matías Duville, Argentine ,M,10/18/17
Spirit Shoes from The Valise,Matías Duville, Argentine ,M,10/18/17
Cabomba from The Valise,Matías Duville, Argentine ,M,10/18/17
Walk (Caminho) from The Valise,Maria Laet, Brazilian ,U,10/18/17
Sun City (The Conquest of El Darién) (Ciudad solar [La Conquista de El Darién]) from The Valise,Mateo López, Colombian ,M,10/18/17
Portuguese Pictionary (Autodicionario português) from The Valise,Nicolás Paris, Colombian ,M,10/18/17
Spanish Pictionary (Autodiccionario español) from The Valise,Nicolás Paris, Colombian ,M,10/18/17
The Carpenter’s journey or the [w]hole story of the universe from The Valise,Nicolás Paris, Colombian ,M,10/18/17
Detours from The Valise,Nicolás Paris, Colombian ,M,10/18/17
Geometric Journeys from The Valise,Nicolás Paris, Colombian ,M,10/18/17
Leaves a Trace from The Valise,Nicolás Paris, Colombian ,M,10/18/17
Everything on Wheels (Tudo sobre rodas) from The Valise,Rosângela Rennó, Brazilian ,F,10/18/17
UEELVDPV from The Valise,Christian Vinck Henriquez, Venezuelan ,U,10/18/17
UEELVDPV from The Valise,Christian Vinck Henriquez, Venezuelan ,U,10/18/17
Untitled,Laura Owens, American ,F,10/18/17
Untitled,Laura Owens, American ,F,10/18/17
An Episode in the Life of a Landscape Painter from The Valise,,,M,10/18/17
Un Episodio en la vida del pintor viajero from The Valise,,,M,10/18/17
Un Episodio en la vida del pintor viajero from The Valise,,,M,10/18/17
An Episode in the Life of a Landscape Painter from The Valise,,,M,10/18/17
Time,David Lamelas, Argentine ,M,10/26/17
Manimal,Carlos Amorales, Mexican ,M,10/26/17
"A Journey, or with the MS Remscheid on the Amazon",Lothar Baumgarten, German ,M,10/26/17
America's Family Prison,Regina José Galindo, Guatemalan ,U,10/26/17
Je ne sais si c'en est la cause,Mario García Torres, Mexican ,U,10/26/17
"Xoco, the Kid Who Loved Being Bored (cont.)",Mario García Torres, Mexican ,U,10/26/17
Notes on the limit of the sea,Maria Laet, Brazilian ,U,10/26/17
Heritage,Thiago Rocha Pitta, Brazilian ,M,10/26/17
"Felt Angle, box for standing",B. Ingrid Olson, American ,U,10/26/17
"Perimeter circle, open crest",B. Ingrid Olson, American ,U,10/26/17
Headbox,B. Ingrid Olson, American ,U,10/26/17
Mutter: skeleton of the house under construction,B. Ingrid Olson, American ,U,10/26/17
"Eye and eye, prow",B. Ingrid Olson, American ,U,10/26/17
Flowers I-X,Alejandro Cesarco, Uruguayan ,U,10/26/17
Untitled,Claudio Perna, Venezuelan ,U,10/26/17
Untitled,Claudio Perna, Venezuelan ,U,10/26/17
Untitled,Claudio Perna, Venezuelan ,U,10/26/17
Untitled,Claudio Perna, Venezuelan ,U,10/26/17
Untitled,Claudio Perna, Venezuelan ,U,10/26/17
Untitled,Claudio Perna, Venezuelan ,U,10/26/17
Pyramid,Claudio Perna, Venezuelan ,U,10/26/17
Deformed Figures Series,Claudio Perna, Venezuelan ,U,10/26/17
Aerial view of Maracaibo,Claudio Perna, Venezuelan ,U,10/26/17
Aerial view of Caracas,Claudio Perna, Venezuelan ,U,10/26/17
Untitled,Claudio Perna, Venezuelan ,U,10/26/17
Untitled,Claudio Perna, Venezuelan ,U,10/26/17
Boy in Doorway,Mark Cohen, American ,M,10/26/17
Man at Corner,Mark Cohen, American ,M,10/26/17
Small Heart,Mark Cohen, American ,M,10/26/17
Trio,Mark Cohen, American ,M,10/26/17
Untitled,Mark Cohen, American ,M,10/26/17
Girl Holding Small Black Dog,Mark Cohen, American ,M,10/26/17
Bandaged Knee,Mark Cohen, American ,M,10/26/17
Plaid Slacks,Mark Cohen, American ,M,10/26/17
Man Drying Hands,Mark Cohen, American ,M,10/26/17
Hiding Face,Mark Cohen, American ,M,10/26/17
Untitled,Mark Cohen, American ,M,10/26/17
Package to N. Carolina,Mark Cohen, American ,M,10/26/17
"Untitled, Subway, New York",Bruce Davidson, American ,M,10/26/17
Untitled,David Zink Yi, Peruvian ,M,10/26/17
Untitled,David Zink Yi, Peruvian ,M,10/26/17
Gay Semiotics,Hal Fischer, American ,M,10/26/17
Untitled (various photobooth portraits),Unknown photographer,,U,10/26/17
"Fragments from a Visual Journal: November 16, 1977 to January 9, 1978",Donna-Lee Phillips, American ,F,10/26/17
"Fragments from a Visual Journal: November 16, 1977 to January 9, 1978",Donna-Lee Phillips, American ,F,10/26/17
Reanimation,Joan Jonas, American ,F,10/26/17
"Untitled (""me"" portraits)",Unknown photographer,,U,10/26/17
"Ambrussum, France",Elger Esser, German ,U,10/26/17
Untitled,Jitka Hanzlová, Czech ,F,10/26/17
With the Eyes of Others,Károly Kismányoky, Hungarian ,U,10/26/17
Concepts Like Commentary,Géza Perneczky, Hungarian ,U,10/26/17
Untitled,Alvin Baltrop, American ,U,10/26/17
Untitled,Alvin Baltrop, American ,U,10/26/17
Untitled,Alvin Baltrop, American ,U,10/26/17
Untitled,Alvin Baltrop, American ,U,10/26/17
Untitled,Alvin Baltrop, American ,U,10/26/17
Untitled,Alvin Baltrop, American ,U,10/26/17
Signifiers for a Male Response,Hal Fischer, American ,M,10/26/17
"Blue Handkerchief, Red Handkerchief",Hal Fischer, American ,M,10/26/17
Keys,Hal Fischer, American ,M,10/26/17
Earring,Hal Fischer, American ,M,10/26/17
Archetypal Media Image: Natural,Hal Fischer, American ,M,10/26/17
Archetypal Media Image: Classical,Hal Fischer, American ,M,10/26/17
Archetypal Media Image: Western,Hal Fischer, American ,M,10/26/17
Archetypal Media Image: Urbane,Hal Fischer, American ,M,10/26/17
Archetypal Media Image: Leather,Hal Fischer, American ,M,10/26/17
Dominance,Hal Fischer, American ,M,10/26/17
Sadism & Masochism,Hal Fischer, American ,M,10/26/17
Submission,Hal Fischer, American ,M,10/26/17
Bondage Device: Meat Hoist,Hal Fischer, American ,M,10/26/17
Bondage Device: Open End Table Rack,Hal Fischer, American ,M,10/26/17
Bondage Device: Cross,Hal Fischer, American ,M,10/26/17
Amyl Nitrite,Hal Fischer, American ,M,10/26/17
Leather Apparel,Hal Fischer, American ,M,10/26/17
Gag Mask,Hal Fischer, American ,M,10/26/17
Street Fashion: Basic Gay,Hal Fischer, American ,M,10/26/17
Street Fashion: Jock,Hal Fischer, American ,M,10/26/17
Street Fashion: Forties Trash,Hal Fischer, American ,M,10/26/17
Street Fashion: Hippie,Hal Fischer, American ,M,10/26/17
Street Fashion: Uniform,Hal Fischer, American ,M,10/26/17
Street Fashion: Leather,Hal Fischer, American ,M,10/26/17
Art Bubble I-III,Géza Perneczky, Hungarian ,U,10/26/17
Attempting to Escape the Frame with Mask No. 3,ORLAN (Mirielle Suzanne Francette Porte), French ,F,10/26/17
Patrik,Jitka Hanzlová, Czech ,F,10/26/17
Untitled (Dyntarka),Jitka Hanzlová, Czech ,F,10/26/17
Untitled (Farmer's Wife),Jitka Hanzlová, Czech ,F,10/26/17
"The Brown Sisters, Truro, Massachusetts",Nicholas Nixon, American ,M,10/26/17
"The Brown Sisters, Truro, Massachusetts",Nicholas Nixon, American ,M,10/26/17
Untitled (collage featuring Gary Hume),Sarah Lucas, British ,F,10/26/17
"Body-Sculpture No. 7 on Plinth, Hair Mask to Faceless Member",ORLAN (Mirielle Suzanne Francette Porte), French ,F,10/26/17
"Close-up of Laughter during the Operation, New York",ORLAN (Mirielle Suzanne Francette Porte), French ,F,10/26/17
"Ndebele Giraffe Woman of Ngumi Stock, Zimbabwe with Euro-Parisian Woman",ORLAN (Mirielle Suzanne Francette Porte), French ,F,10/26/17
"Painting Portrait of Wée-Ke-Rú-Law, He Who Exchanges with ORLAN’s Photographic Portrait No.10",ORLAN (Mirielle Suzanne Francette Porte), French ,F,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
Untitled,Unknown photographer,,U,10/26/17
"What It's Like, What It Is #3",Adrian Piper, American ,F,12/11/17
Homeland,Halil Altindere, Turkish ,M,12/11/17
